ARM,AUPRC,AUROC,BALANCED_ACCURACY,C,EXPLORATORY_OUTER_RESULT,FN,FP,KERNEL_PARAMS,LEFT_FEATURE,MCC,OUTER_FOLD,PAIR,PAIR_INDEX,RIGHT_FEATURE,SENSITIVITY,SPECIFICITY,THRESHOLD,TN,TP,USED_FOR_PATH_SELECTION
pair_phase_no_zz,0.49111578141184076,0.6955773955773956,0.6230958230958231,1.0,True,3,74,"{""feature_scale"": 0.125}",MolLogP,0.24200611266445018,3,MolLogP__sasa002_frac_polar_hetero_only,9,sasa002_frac_polar_hetero_only,0.918918918918919,0.32727272727272727,-0.5269791813803015,36,34,False
pair_iqp_zz,0.4899868733061885,0.6948402948402947,0.6230958230958231,1.0,True,3,74,"{""feature_scale"": 0.125}",MolLogP,0.24200611266445018,3,MolLogP__sasa002_frac_polar_hetero_only,9,sasa002_frac_polar_hetero_only,0.918918918918919,0.32727272727272727,-0.5258606024895174,36,34,False
pair_rbf_control,0.4973939478214586,0.6945945945945946,0.6230958230958231,10.0,True,3,74,"{""gamma"": 0.01}",MolLogP,0.24200611266445018,3,MolLogP__sasa002_frac_polar_hetero_only,9,sasa002_frac_polar_hetero_only,0.918918918918919,0.32727272727272727,-0.7404280847726019,36,34,False
pair_phase_no_zz,0.3786441656314518,0.5953316953316954,0.6022113022113023,0.1,True,18,34,"{""feature_scale"": 1.0}",MolWt,0.18476693733456903,3,MolWt__TPSA_SP,10,TPSA_SP,0.5135135135135135,0.6909090909090909,-0.18532011736409906,76,19,False
pair_iqp_zz,0.4497603001449857,0.6656019656019657,0.5321867321867322,100.0,True,3,94,"{""feature_scale"": 0.125}",MolWt,0.08327646880925414,3,MolWt__TPSA_SP,10,TPSA_SP,0.918918918918919,0.14545454545454545,-0.909510989321543,16,34,False
pair_rbf_control,0.5138326673460125,0.6471744471744473,0.5235872235872236,100.0,True,7,84,"{""gamma"": 0.3}",MolWt,0.04906757878691451,3,MolWt__TPSA_SP,10,TPSA_SP,0.8108108108108109,0.23636363636363636,-0.99996366648033,26,30,False
pair_phase_no_zz,0.35623418054807576,0.5901719901719902,0.5566339066339067,100.0,True,17,47,"{""feature_scale"": 0.125}",MolWt,0.09870094844134228,3,MolWt__NumHDonors,11,NumHDonors,0.5405405405405406,0.5727272727272728,0.2009861422984387,63,20,False
pair_iqp_zz,0.3116448158894058,0.5707616707616708,0.5475429975429975,10.0,True,17,49,"{""feature_scale"": 0.125}",MolWt,0.08268789072209957,3,MolWt__NumHDonors,11,NumHDonors,0.5405405405405406,0.5545454545454546,0.06031744443156617,61,20,False
pair_rbf_control,0.3158055123436724,0.5683046683046683,0.5839066339066339,10.0,True,17,41,"{""gamma"": 0.03}",MolWt,0.14781188516556906,3,MolWt__NumHDonors,11,NumHDonors,0.5405405405405406,0.6272727272727273,0.36062947523359323,69,20,False
pair_phase_no_zz,0.3303304183470524,0.5734643734643734,0.5753071253071254,100.0,True,21,31,"{""feature_scale"": 0.125}",MolWt,0.1401568540968537,3,MolWt__NumRotatableBonds,12,NumRotatableBonds,0.43243243243243246,0.7181818181818181,0.6610905226382595,79,16,False
pair_iqp_zz,0.33188960709313353,0.5773955773955773,0.5703931203931204,100.0,True,18,41,"{""feature_scale"": 0.125}",MolWt,0.1243146082865251,3,MolWt__NumRotatableBonds,12,NumRotatableBonds,0.5135135135135135,0.6272727272727273,0.6359187246053697,69,19,False
pair_rbf_control,0.45861789577120593,0.6643734643734643,0.665970515970516,100.0,True,19,17,"{""gamma"": 0.1}",MolWt,0.3382323249648171,3,MolWt__NumRotatableBonds,12,NumRotatableBonds,0.4864864864864865,0.8454545454545455,0.35877318127322844,93,18,False
pair_phase_no_zz,0.5040528054238581,0.6658476658476659,0.5314496314496314,10.0,True,34,2,"{""feature_scale"": 0.125}",MolWt,0.15059605190105393,3,MolWt__NumAromaticRings,13,NumAromaticRings,0.08108108108108109,0.9818181818181818,1.530920734639884,108,3,False
pair_iqp_zz,0.5057882425943674,0.6648648648648648,0.5314496314496314,10.0,True,34,2,"{""feature_scale"": 0.125}",MolWt,0.15059605190105393,3,MolWt__NumAromaticRings,13,NumAromaticRings,0.08108108108108109,0.9818181818181818,1.5143635871547398,108,3,False
pair_rbf_control,0.5141927623890004,0.6628992628992629,0.5,10.0,True,37,0,"{""gamma"": 0.01}",MolWt,0.0,3,MolWt__NumAromaticRings,13,NumAromaticRings,0.0,1.0,2.0282260605826385,110,0,False
pair_phase_no_zz,0.3119124510306902,0.5491400491400492,0.5923832923832923,10.0,True,12,54,"{""feature_scale"": 0.125}",MolWt,0.16082465705633608,3,MolWt__nHalogen,14,nHalogen,0.6756756756756757,0.509090909090909,-0.2997774946701087,56,25,False
pair_iqp_zz,0.3100024766219416,0.5449631449631449,0.6014742014742014,10.0,True,12,52,"{""feature_scale"": 0.125}",MolWt,0.17635527729120146,3,MolWt__nHalogen,14,nHalogen,0.6756756756756757,0.5272727272727272,-0.2684060620472001,58,25,False
pair_rbf_control,0.31854836080257276,0.5523341523341524,0.5611793611793612,100.0,True,17,46,"{""gamma"": 0.01}",MolWt,0.10676223599446891,3,MolWt__nHalogen,14,nHalogen,0.5405405405405406,0.5818181818181818,-0.07746645183852152,64,20,False
pair_phase_no_zz,0.7077829329287776,0.8117936117936119,0.6441031941031942,1.0,True,26,1,"{""feature_scale"": 0.25}",MolWt,0.45681809693002934,3,MolWt__n_OP,15,n_OP,0.2972972972972973,0.990909090909091,0.6713714423508463,109,11,False
pair_iqp_zz,0.7144265340657182,0.8262899262899263,0.7071253071253072,10.0,True,21,2,"{""feature_scale"": 0.125}",MolWt,0.5484401715017366,3,MolWt__n_OP,15,n_OP,0.43243243243243246,0.9818181818181818,-0.38872402764126335,108,16,False
pair_rbf_control,0.6349748041028997,0.7407862407862409,0.6936117936117936,100.0,True,22,2,"{""gamma"": 0.1}",MolWt,0.5254880831660127,3,MolWt__n_OP,15,n_OP,0.40540540540540543,0.9818181818181818,0.7472981306965538,108,15,False
pair_phase_no_zz,0.258235200813777,0.47567567567567576,0.5058968058968059,0.1,True,11,76,"{""feature_scale"": 1.0}",MolWt,0.011105489094937259,3,MolWt__LiPHEX_prediction,16,LiPHEX_prediction,0.7027027027027027,0.3090909090909091,-0.4534442972725713,34,26,False
pair_iqp_zz,0.23893369277443716,0.46953316953316954,0.5409090909090909,100.0,True,0,101,"{""feature_scale"": 1.0}",MolWt,0.1481106305883566,3,MolWt__LiPHEX_prediction,16,LiPHEX_prediction,1.0,0.08181818181818182,-1.1130015211253423,9,37,False
pair_rbf_control,0.25963225698861814,0.4808353808353809,0.5233415233415234,100.0,True,5,90,"{""gamma"": 0.3}",MolWt,0.05392702680103576,3,MolWt__LiPHEX_prediction,16,LiPHEX_prediction,0.8648648648648649,0.18181818181818182,-1.00476544818865,20,32,False
pair_phase_no_zz,0.5097168159974182,0.6547911547911548,0.6393120393120393,100.0,True,24,8,"{""feature_scale"": 0.25}",MolWt,0.34555798270379956,3,MolWt__sasa002_frac_polar_hetero_only,17,sasa002_frac_polar_hetero_only,0.35135135135135137,0.9272727272727272,0.6680193699926995,102,13,False
pair_iqp_zz,0.40000403166572074,0.6262899262899263,0.5757985257985259,1.0,True,25,19,"{""feature_scale"": 1.0}",MolWt,0.16127910989659527,3,MolWt__sasa002_frac_polar_hetero_only,17,sasa002_frac_polar_hetero_only,0.32432432432432434,0.8272727272727273,0.3866462319053593,91,12,False
pair_rbf_control,0.48377131445114296,0.6326781326781326,0.50995085995086,100.0,True,7,87,"{""gamma"": 0.3}",MolWt,0.021430596334924033,3,MolWt__sasa002_frac_polar_hetero_only,17,sasa002_frac_polar_hetero_only,0.8108108108108109,0.20909090909090908,-1.0587390727870343,23,30,False
pair_phase_no_zz,0.3225118326664827,0.5721130221130222,0.5,0.1,True,37,0,"{""feature_scale"": 0.125}",TPSA_SP,0.0,3,TPSA_SP__NumHDonors,18,NumHDonors,0.0,1.0,0.9830837485255537,110,0,False
pair_iqp_zz,0.318430326667522,0.563022113022113,0.5,0.1,True,37,0,"{""feature_scale"": 0.125}",TPSA_SP,0.0,3,TPSA_SP__NumHDonors,18,NumHDonors,0.0,1.0,0.9761189251616027,110,0,False
pair_rbf_control,0.3208451026444129,0.567936117936118,0.5,0.1,True,37,0,"{""gamma"": 0.01}",TPSA_SP,0.0,3,TPSA_SP__NumHDonors,18,NumHDonors,0.0,1.0,0.9914993335674882,110,0,False
pair_phase_no_zz,0.4062168544548079,0.5717444717444716,0.5843980343980344,10.0,True,21,29,"{""feature_scale"": 0.125}",TPSA_SP,0.15894731267128953,3,TPSA_SP__NumRotatableBonds,19,NumRotatableBonds,0.43243243243243246,0.7363636363636363,0.4067351386470861,81,16,False
pair_iqp_zz,0.40633913320465687,0.569041769041769,0.5708845208845209,10.0,True,22,29,"{""feature_scale"": 0.125}",TPSA_SP,0.13434875863006945,3,TPSA_SP__NumRotatableBonds,19,NumRotatableBonds,0.40540540540540543,0.7363636363636363,0.3922291350421645,81,15,False
pair_rbf_control,0.3935053544876776,0.5737100737100738,0.5846437346437346,0.1,True,23,23,"{""gamma"": 0.1}",TPSA_SP,0.1692874692874693,3,TPSA_SP__NumRotatableBonds,19,NumRotatableBonds,0.3783783783783784,0.7909090909090909,0.34099869238893343,87,14,False
pair_phase_no_zz,0.387927344901455,0.4982800982800983,0.580958230958231,1.0,True,30,3,"{""feature_scale"": 0.25}",TPSA_SP,0.2790794936891146,3,TPSA_SP__NumAromaticRings,20,NumAromaticRings,0.1891891891891892,0.9727272727272728,1.0013124872289128,107,7,False
pair_iqp_zz,0.3795119641106665,0.5012285012285013,0.5404176904176905,10.0,True,33,3,"{""feature_scale"": 0.125}",TPSA_SP,0.16473491474970367,3,TPSA_SP__NumAromaticRings,20,NumAromaticRings,0.10810810810810811,0.9727272727272728,1.0820605171330637,107,4,False
pair_rbf_control,0.38692257962188564,0.5009828009828009,0.580958230958231,10.0,True,30,3,"{""gamma"": 0.03}",TPSA_SP,0.2790794936891146,3,TPSA_SP__NumAromaticRings,20,NumAromaticRings,0.1891891891891892,0.9727272727272728,0.9916964957826364,107,7,False
pair_phase_no_zz,0.43055988360532366,0.6437346437346436,0.624938574938575,100.0,True,18,29,"{""feature_scale"": 0.125}",TPSA_SP,0.23125201856661154,3,TPSA_SP__nHalogen,21,nHalogen,0.5135135135135135,0.7363636363636363,0.11365039119506681,81,19,False
pair_iqp_zz,0.4314391601817747,0.6501228501228501,0.625061425061425,100.0,True,19,26,"{""feature_scale"": 0.125}",TPSA_SP,0.23703125872688166,3,TPSA_SP__nHalogen,21,nHalogen,0.4864864864864865,0.7636363636363637,0.1898404240977971,84,18,False
pair_rbf_control,0.3802283171416238,0.6068796068796068,0.5664619164619165,100.0,True,23,27,"{""gamma"": 0.01}",TPSA_SP,0.12863382964370854,3,TPSA_SP__nHalogen,21,nHalogen,0.3783783783783784,0.7545454545454545,0.22871455532231266,83,14,False
pair_phase_no_zz,0.5766749096431096,0.5993857493857494,0.6846437346437346,10.0,True,23,1,"{""feature_scale"": 0.25}",TPSA_SP,0.5294551546423042,3,TPSA_SP__n_OP,22,n_OP,0.3783783783783784,0.990909090909091,-0.1667008732791615,109,14,False
pair_iqp_zz,0.5655504146953898,0.578009828009828,0.6846437346437346,100.0,True,23,1,"{""feature_scale"": 0.125}",TPSA_SP,0.5294551546423042,3,TPSA_SP__n_OP,22,n_OP,0.3783783783783784,0.990909090909091,-0.13416985789274305,109,14,False
pair_rbf_control,0.6289786900924461,0.7330466830466831,0.6846437346437346,1.0,True,23,1,"{""gamma"": 0.03}",TPSA_SP,0.5294551546423042,3,TPSA_SP__n_OP,22,n_OP,0.3783783783783784,0.990909090909091,-0.2950462366993398,109,14,False
pair_phase_no_zz,0.30542418089304624,0.49975429975429975,0.48980343980343977,0.1,True,28,29,"{""feature_scale"": 1.0}",TPSA_SP,-0.020215097507083807,3,TPSA_SP__LiPHEX_prediction,23,LiPHEX_prediction,0.24324324324324326,0.7363636363636363,0.1625592731781652,81,9,False
pair_iqp_zz,0.37173357714541344,0.6137592137592138,0.5310810810810811,0.1,True,31,11,"{""feature_scale"": 0.5}",TPSA_SP,0.08435817578743732,3,TPSA_SP__LiPHEX_prediction,23,LiPHEX_prediction,0.16216216216216217,0.9,0.7075407466166194,99,6,False
pair_rbf_control,0.3225374684418538,0.5277641277641277,0.549017199017199,1.0,True,29,13,"{""gamma"": 0.1}",TPSA_SP,0.12158521613652205,3,TPSA_SP__LiPHEX_prediction,23,LiPHEX_prediction,0.21621621621621623,0.8818181818181818,0.7217799548529154,97,8,False
pair_phase_no_zz,0.32777078091043665,0.5400491400491402,0.5,0.1,True,37,0,"{""feature_scale"": 0.125}",TPSA_SP,0.0,3,TPSA_SP__sasa002_frac_polar_hetero_only,24,sasa002_frac_polar_hetero_only,0.0,1.0,0.9805610260151529,110,0,False
pair_iqp_zz,0.32777078091043665,0.5400491400491402,0.5,0.1,True,37,0,"{""feature_scale"": 0.125}",TPSA_SP,0.0,3,TPSA_SP__sasa002_frac_polar_hetero_only,24,sasa002_frac_polar_hetero_only,0.0,1.0,0.9834789809384357,110,0,False
pair_rbf_control,0.3233541448250564,0.5398034398034399,0.5044226044226044,0.1,True,36,2,"{""gamma"": 0.03}",TPSA_SP,0.02714959920700004,3,TPSA_SP__sasa002_frac_polar_hetero_only,24,sasa002_frac_polar_hetero_only,0.02702702702702703,0.9818181818181818,0.9478508013683897,108,1,False
pair_phase_no_zz,0.2992403376984229,0.5054054054054054,0.5396805896805896,100.0,True,27,21,"{""feature_scale"": 0.125}",NumHDonors,0.0844297447270669,3,NumHDonors__NumRotatableBonds,25,NumRotatableBonds,0.2702702702702703,0.8090909090909091,0.7195581830873934,89,10,False
pair_iqp_zz,0.29553887221795194,0.48869778869778874,0.5442260442260443,100.0,True,27,20,"{""feature_scale"": 0.25}",NumHDonors,0.09524709482188458,3,NumHDonors__NumRotatableBonds,25,NumRotatableBonds,0.2702702702702703,0.8181818181818182,0.773705662011047,90,10,False
pair_rbf_control,0.2951701110652353,0.49090909090909096,0.5442260442260443,100.0,True,27,20,"{""gamma"": 0.03}",NumHDonors,0.09524709482188458,3,NumHDonors__NumRotatableBonds,25,NumRotatableBonds,0.2702702702702703,0.8181818181818182,0.7729999186937757,90,10,False
pair_phase_no_zz,0.3664007419440006,0.5788697788697789,0.45061425061425064,10.0,True,5,106,"{""feature_scale"": 0.125}",NumHDonors,-0.17880022071026833,3,NumHDonors__NumAromaticRings,26,NumAromaticRings,0.8648648648648649,0.03636363636363636,-1.080377351475509,4,32,False
pair_iqp_zz,0.3664007419440006,0.5788697788697789,0.45503685503685504,10.0,True,4,108,"{""feature_scale"": 0.125}",NumHDonors,-0.19724168286007132,3,NumHDonors__NumAromaticRings,26,NumAromaticRings,0.8918918918918919,0.01818181818181818,-1.0006337349542325,2,33,False
pair_rbf_control,0.29127521647160526,0.5415233415233416,0.4722358722358722,10.0,True,33,18,"{""gamma"": 0.03}",NumHDonors,-0.06755303842001954,3,NumHDonors__NumAromaticRings,26,NumAromaticRings,0.10810810810810811,0.8363636363636363,1.0004297958722894,92,4,False
pair_phase_no_zz,0.2558591597504327,0.42702702702702705,0.5486486486486487,0.1,True,26,22,"{""feature_scale"": 0.25}",NumHDonors,0.10120188124801117,3,NumHDonors__nHalogen,27,nHalogen,0.2972972972972973,0.8,0.6156302310218803,88,11,False
pair_iqp_zz,0.25605717756174945,0.42825552825552826,0.5264127764127764,0.1,True,30,15,"{""feature_scale"": 0.25}",NumHDonors,0.0642650586739124,3,NumHDonors__nHalogen,27,nHalogen,0.1891891891891892,0.8636363636363636,0.8815348476434213,95,7,False
pair_rbf_control,0.26101856993735795,0.45331695331695343,0.5264127764127764,0.1,True,30,15,"{""gamma"": 0.1}",NumHDonors,0.0642650586739124,3,NumHDonors__nHalogen,27,nHalogen,0.1891891891891892,0.8636363636363636,0.8824271879145136,95,7,False
pair_phase_no_zz,0.5182964238123494,0.664864864864865,0.6305896805896807,1.0,True,27,1,"{""feature_scale"": 1.0}",NumHDonors,0.4307946122577534,3,NumHDonors__n_OP,28,n_OP,0.2702702702702703,0.990909090909091,0.9998611419085124,109,10,False
pair_iqp_zz,0.559882822908033,0.7304668304668305,0.6846437346437346,1.0,True,23,1,"{""feature_scale"": 0.25}",NumHDonors,0.5294551546423042,3,NumHDonors__n_OP,28,n_OP,0.3783783783783784,0.990909090909091,-0.3816542739660027,109,14,False
pair_rbf_control,0.5262959240323426,0.672972972972973,0.6846437346437346,0.1,True,23,1,"{""gamma"": 0.01}",NumHDonors,0.5294551546423042,3,NumHDonors__n_OP,28,n_OP,0.3783783783783784,0.990909090909091,-0.3697925665715156,109,14,False
pair_phase_no_zz,0.22335781479929212,0.40663390663390664,0.4814496314496315,0.1,True,34,13,"{""feature_scale"": 0.5}",NumHDonors,-0.05169923341586251,3,NumHDonors__LiPHEX_prediction,29,LiPHEX_prediction,0.08108108108108109,0.8818181818181818,0.9487626895758654,97,3,False
pair_iqp_zz,0.22198547446621214,0.3953316953316953,0.5034398034398034,0.1,True,28,26,"{""feature_scale"": 0.5}",NumHDonors,0.007009996372327815,3,NumHDonors__LiPHEX_prediction,29,LiPHEX_prediction,0.24324324324324326,0.7636363636363637,0.5571780579575536,84,9,False
pair_rbf_control,0.22542194244306374,0.413022113022113,0.47690417690417686,0.1,True,34,14,"{""gamma"": 0.3}",NumHDonors,-0.06268512667208781,3,NumHDonors__LiPHEX_prediction,29,LiPHEX_prediction,0.08108108108108109,0.8727272727272727,0.8941737721659317,96,3,False
pair_phase_no_zz,0.3020784577618214,0.4783783783783784,0.5448402948402948,100.0,True,32,5,"{""feature_scale"": 0.125}",NumHDonors,0.15457361941809838,3,NumHDonors__sasa002_frac_polar_hetero_only,30,sasa002_frac_polar_hetero_only,0.13513513513513514,0.9545454545454546,0.9440304366517633,105,5,False
pair_iqp_zz,0.3149532179779664,0.4498771498771499,0.549017199017199,10.0,True,29,13,"{""feature_scale"": 0.25}",NumHDonors,0.12158521613652205,3,NumHDonors__sasa002_frac_polar_hetero_only,30,sasa002_frac_polar_hetero_only,0.21621621621621623,0.8818181818181818,0.6515607140051114,97,8,False
pair_rbf_control,0.3161630064429768,0.48181818181818187,0.5313267813267813,100.0,True,33,5,"{""gamma"": 0.01}",NumHDonors,0.11341805045054335,3,NumHDonors__sasa002_frac_polar_hetero_only,30,sasa002_frac_polar_hetero_only,0.10810810810810811,0.9545454545454546,0.964819492487722,105,4,False
pair_phase_no_zz,0.3267607300092994,0.5361179361179361,0.5568796068796069,1.0,True,19,41,"{""feature_scale"": 0.25}",NumRotatableBonds,0.10072016869828472,3,NumRotatableBonds__NumAromaticRings,31,NumAromaticRings,0.4864864864864865,0.6272727272727273,-0.09005164177500768,69,18,False
pair_iqp_zz,0.33540758413645977,0.5363636363636364,0.5896805896805897,1.0,True,27,10,"{""feature_scale"": 0.25}",NumRotatableBonds,0.22704335578684773,3,NumRotatableBonds__NumAromaticRings,31,NumAromaticRings,0.2702702702702703,0.9090909090909091,0.7697282778623755,100,10,False
pair_rbf_control,0.3370150048208909,0.5417690417690418,0.5475429975429975,10.0,True,17,49,"{""gamma"": 0.03}",NumRotatableBonds,0.08268789072209957,3,NumRotatableBonds__NumAromaticRings,31,NumAromaticRings,0.5405405405405406,0.5545454545454546,-0.11797840285083017,61,20,False
pair_phase_no_zz,0.35408038787755475,0.6156019656019657,0.5981572481572481,0.1,True,22,23,"{""feature_scale"": 0.5}",NumRotatableBonds,0.1946007579296381,3,NumRotatableBonds__nHalogen,32,nHalogen,0.40540540540540543,0.7909090909090909,0.5101563139196089,87,15,False
pair_iqp_zz,0.389706662052109,0.6799754299754299,0.5624078624078623,0.1,True,27,16,"{""feature_scale"": 0.5}",NumRotatableBonds,0.14196691614095241,3,NumRotatableBonds__nHalogen,32,nHalogen,0.2702702702702703,0.8545454545454545,0.5675787372378932,94,10,False
pair_rbf_control,0.36403846219722286,0.6450859950859952,0.5981572481572481,0.1,True,22,23,"{""gamma"": 0.3}",NumRotatableBonds,0.1946007579296381,3,NumRotatableBonds__nHalogen,32,nHalogen,0.40540540540540543,0.7909090909090909,0.3866384765906896,87,15,False
pair_phase_no_zz,0.5780368075198445,0.6776412776412777,0.6711302211302211,100.0,True,24,1,"{""feature_scale"": 1.0}",NumRotatableBonds,0.5060157952073764,3,NumRotatableBonds__n_OP,33,n_OP,0.35135135135135137,0.990909090909091,0.5226458969094896,109,13,False
pair_iqp_zz,0.5514607005668919,0.6587223587223587,0.6846437346437346,1.0,True,23,1,"{""feature_scale"": 0.25}",NumRotatableBonds,0.5294551546423042,3,NumRotatableBonds__n_OP,33,n_OP,0.3783783783783784,0.990909090909091,-0.3222993594515967,109,14,False
pair_rbf_control,0.5275010344718356,0.5933660933660934,0.6846437346437346,100.0,True,23,1,"{""gamma"": 0.01}",NumRotatableBonds,0.5294551546423042,3,NumRotatableBonds__n_OP,33,n_OP,0.3783783783783784,0.990909090909091,-0.1265511746377972,109,14,False
pair_phase_no_zz,0.31230558498195804,0.562899262899263,0.5308353808353808,0.1,True,29,17,"{""feature_scale"": 0.5}",NumRotatableBonds,0.07124044066873672,3,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.21621621621621623,0.8454545454545455,0.5518089809109211,93,8,False
pair_iqp_zz,0.3554369624473914,0.639066339066339,0.5934889434889434,0.1,True,21,27,"{""feature_scale"": 0.5}",NumRotatableBonds,0.17837605498618808,3,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.43243243243243246,0.7545454545454545,0.3810433211038419,83,16,False
pair_rbf_control,0.3222914287498161,0.5636363636363637,0.5352579852579853,0.1,True,28,19,"{""gamma"": 0.3}",NumRotatableBonds,0.07793493827075484,3,NumRotatableBonds__LiPHEX_prediction,34,LiPHEX_prediction,0.24324324324324326,0.8272727272727273,0.4267520672936056,91,9,False
pair_phase_no_zz,0.4898619753126058,0.6031941031941032,0.5855036855036855,100.0,True,30,2,"{""feature_scale"": 0.125}",NumRotatableBonds,0.3095645612297183,3,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.1891891891891892,0.9818181818181818,0.8518702856026739,108,7,False
pair_iqp_zz,0.4810443248825008,0.5953316953316953,0.652948402948403,100.0,True,24,5,"{""feature_scale"": 0.125}",NumRotatableBonds,0.404986959382955,3,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.35135135135135137,0.9545454545454546,0.596419472016068,105,13,False
pair_rbf_control,0.48591750274327444,0.6031941031941032,0.6347665847665848,100.0,True,24,9,"{""gamma"": 0.01}",NumRotatableBonds,0.32790125286177624,3,NumRotatableBonds__sasa002_frac_polar_hetero_only,35,sasa002_frac_polar_hetero_only,0.35135135135135137,0.9181818181818182,0.6356637733394113,101,13,False
pair_phase_no_zz,0.2910991803936507,0.48992628992628995,0.5482800982800983,0.1,True,23,31,"{""feature_scale"": 0.25}",NumAromaticRings,0.09092619196479881,3,NumAromaticRings__nHalogen,36,nHalogen,0.3783783783783784,0.7181818181818181,0.4067324951056799,79,14,False
pair_iqp_zz,0.2908978515260336,0.48894348894348894,0.567076167076167,0.1,True,28,12,"{""feature_scale"": 0.25}",NumAromaticRings,0.16637976944997757,3,NumAromaticRings__nHalogen,36,nHalogen,0.24324324324324326,0.8909090909090909,0.6747298310247711,98,9,False
pair_rbf_control,0.30080210244172173,0.5218673218673219,0.5482800982800983,0.1,True,23,31,"{""gamma"": 0.1}",NumAromaticRings,0.09092619196479881,3,NumAromaticRings__nHalogen,36,nHalogen,0.3783783783783784,0.7181818181818181,0.3341688632645928,79,14,False
pair_phase_no_zz,0.5963881639787824,0.6628992628992629,0.6846437346437346,100.0,True,23,1,"{""feature_scale"": 0.5}",NumAromaticRings,0.5294551546423042,3,NumAromaticRings__n_OP,37,n_OP,0.3783783783783784,0.990909090909091,-0.3676217167512465,109,14,False
pair_iqp_zz,0.3887847989254229,0.5884520884520885,0.6932432432432433,1.0,True,19,11,"{""feature_scale"": 1.0}",NumAromaticRings,0.4214941151230414,3,NumAromaticRings__n_OP,37,n_OP,0.4864864864864865,0.9,0.8433812528580082,99,18,False
pair_rbf_control,0.5804507603840433,0.7695331695331695,0.6846437346437346,100.0,True,23,1,"{""gamma"": 0.1}",NumAromaticRings,0.5294551546423042,3,NumAromaticRings__n_OP,37,n_OP,0.3783783783783784,0.990909090909091,0.16688323184049902,109,14,False
pair_phase_no_zz,0.28892923351365696,0.5572481572481573,0.5169533169533169,100.0,True,27,26,"{""feature_scale"": 1.0}",NumAromaticRings,0.034219144051224726,3,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.2702702702702703,0.7636363636363637,0.5816162257362636,84,10,False
pair_iqp_zz,0.38045000031499976,0.46019656019656024,0.535995085995086,0.1,True,34,1,"{""feature_scale"": 0.5}",NumAromaticRings,0.1920314677425482,3,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.08108108108108109,0.990909090909091,0.8436060876084643,109,3,False
pair_rbf_control,0.2713665307776721,0.3621621621621621,0.4495085995085995,1.0,True,33,23,"{""gamma"": 0.3}",NumAromaticRings,-0.11318063133705922,3,NumAromaticRings__LiPHEX_prediction,38,LiPHEX_prediction,0.10810810810810811,0.7909090909090909,0.7916014323421684,87,4,False
pair_phase_no_zz,0.4306394632123325,0.5245700245700247,0.5985257985257986,1.0,True,25,14,"{""feature_scale"": 0.5}",NumAromaticRings,0.2241288715453619,3,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.32432432432432434,0.8727272727272727,0.3623455650438675,96,12,False
pair_iqp_zz,0.3974274557378394,0.502948402948403,0.6034398034398034,1.0,True,28,4,"{""feature_scale"": 0.25}",NumAromaticRings,0.31622107559820406,3,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.24324324324324326,0.9636363636363636,0.6895563105013716,106,9,False
pair_rbf_control,0.3848316486788368,0.5071253071253071,0.5988943488943489,1.0,True,28,5,"{""gamma"": 0.1}",NumAromaticRings,0.29242118818516727,3,NumAromaticRings__sasa002_frac_polar_hetero_only,39,sasa002_frac_polar_hetero_only,0.24324324324324326,0.9545454545454546,0.8399104374582502,105,9,False
pair_phase_no_zz,0.5155753802740083,0.6113022113022113,0.6711302211302211,10.0,True,24,1,"{""feature_scale"": 1.0}",nHalogen,0.5060157952073764,3,nHalogen__n_OP,40,n_OP,0.35135135135135137,0.990909090909091,-0.9230422172305595,109,13,False
pair_iqp_zz,0.665158197638295,0.756019656019656,0.6846437346437346,10.0,True,23,1,"{""feature_scale"": 0.25}",nHalogen,0.5294551546423042,3,nHalogen__n_OP,40,n_OP,0.3783783783783784,0.990909090909091,-0.32610776580311257,109,14,False
pair_rbf_control,0.7052971707932507,0.7746928746928747,0.6981572481572482,10.0,True,22,1,"{""gamma"": 0.1}",nHalogen,0.5522573741707697,3,nHalogen__n_OP,40,n_OP,0.40540540540540543,0.990909090909091,0.4529002855859281,109,15,False
pair_phase_no_zz,0.28226494924435125,0.4938574938574939,0.4987714987714988,0.1,True,27,30,"{""feature_scale"": 1.0}",nHalogen,-0.0023959674343086183,3,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.2702702702702703,0.7272727272727273,0.34723308355070126,80,10,False
pair_iqp_zz,0.2649393787065615,0.4803439803439803,0.5222358722358722,0.1,True,33,7,"{""feature_scale"": 0.5}",nHalogen,0.07335261036561934,3,nHalogen__LiPHEX_prediction,41,LiPHEX_prediction,0.10810810810810811,0.9363636363636364,0.9854892120856761,103,4,False
