BALANCED_ACCURACY,DELTA_MCC_ZZ_VS_BEST_SINGLETON,DELTA_MCC_ZZ_VS_NO_ZZ,EDGE_SCORE_SOURCE,INNER_FOLD_DELTAS,INNER_FOLD_DELTA_MEAN,INNER_FOLD_DELTA_SD,INNER_FOLD_POSITIVE_DELTA_COUNT,LEFT_FEATURE,LEFT_INDEX,NO_ZZ_C,NO_ZZ_PARAMS,NO_ZZ_THRESHOLD,OUTER_FOLD,OUTER_VALIDATION_LABELS_ACCESSED,PAIR,PAIR_AUPRC_ZZ,PAIR_AUROC_ZZ,PAIR_INDEX,PAIR_MCC_NO_ZZ,PAIR_MCC_ZZ,RIGHT_FEATURE,RIGHT_INDEX,SENSITIVITY,SPECIFICITY,STABLE_EDGE_SCORE,ZZ_C,ZZ_PARAMS,ZZ_THRESHOLD
0.6386279115286748,0.09475157346095775,0.024060536742406352,inner_OOF_outer_train_only,"[0.026639438542544136, 0.008039661194438927, -0.011192001646930239, 0.1034004477817807]",0.031721886467958385,0.05021984008993802,3,MolWt,1,1.0,"{""feature_scale"": 1.0}",-0.9829820442847872,1,False,MolWt__NumHDonors,0.4210104962407249,0.6349649078656712,11,0.23451155959149564,0.258572096333902,NumHDonors,3,0.6538461538461539,0.6234096692111959,0.0066119664229893765,1.0,"{""feature_scale"": 0.125}",0.27838931004287265
0.5736585297654,-0.010489283759320928,-0.004764604503520037,inner_OOF_outer_train_only,"[-0.1747494819145215, 0.03868455944784077, 0.09952607332330309, 0.01520027976050295]",-0.005334642345718673,0.11840119750125463,3,MolWt,1,0.1,"{""feature_scale"": 1.0}",0.35352883339639407,1,False,MolWt__NumRotatableBonds,0.4651251781117791,0.627820652629813,12,0.2305699164431328,0.22580531193961276,NumRotatableBonds,4,0.2032967032967033,0.9440203562340967,-0.064535241096346,100.0,"{""feature_scale"": 0.5}",1.09187333871412
0.5813620222017168,0.010108977079270914,-0.05058962900107425,inner_OOF_outer_train_only,"[-0.16217145095062674, -0.06596567009055676, -0.0802480672109425, 0.11705807820198266]",-0.04783177751253584,0.11781607040542223,1,MolWt,1,0.1,"{""feature_scale"": 1.0}",0.19829090990734347,1,False,MolWt__NumAromaticRings,0.39411825147516444,0.576846181808014,13,0.21561382323841968,0.16502419423734543,NumAromaticRings,5,0.41208791208791207,0.7506361323155216,-0.10673981271524696,0.1,"{""feature_scale"": 1.0}",0.02798825696416249
0.618474400917149,0.06550658467831547,0.0075565039590696215,inner_OOF_outer_train_only,"[-0.03979350199327265, 0.06927481581568268, -0.03393708505079862, 0.04202441636727877]",0.009392161284722545,0.05461211540048581,2,MolWt,1,100.0,"{""feature_scale"": 0.25}",-0.3422661735257062,1,False,MolWt__nHalogen,0.41362637449772044,0.6222562424852501,14,0.21286529787732036,0.22042180183638999,nHalogen,6,0.6593406593406593,0.5776081424936387,-0.01791389641552036,100.0,"{""feature_scale"": 0.25}",-0.05138299829180887
0.6984103682576965,-0.0016039417527461408,0.0,inner_OOF_outer_train_only,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0,MolWt,1,0.1,"{""feature_scale"": 0.125}",-0.33991651316097754,1,False,MolWt__n_OP,0.6713759514294625,0.7451835696110506,15,0.5305427010785525,0.5305427010785525,n_OP,7,0.41208791208791207,0.9847328244274809,0.0,0.1,"{""feature_scale"": 0.125}",-0.33507046896558235
0.5494715208455667,-0.005473878425202194,0.00530370843742109,inner_OOF_outer_train_only,"[0.03095773278085187, -0.013087697632291076, 0.0, -0.008854925392642876]",0.0022537774389794797,0.019897744436462875,1,MolWt,1,10.0,"{""feature_scale"": 0.125}",-0.5689918392832491,1,False,MolWt__LiPHEX_prediction,0.35374145120945166,0.5546234935547913,16,0.14413763029545124,0.14944133873287233,LiPHEX_prediction,8,0.9615384615384616,0.13740458015267176,-0.007695094779251958,10.0,"{""feature_scale"": 0.125}",-0.674989813699836
0.6666387048066438,0.18449264182019554,0.005415563242943178,inner_OOF_outer_train_only,"[0.0024012564256389313, 0.010482121297680391, -0.01664913366620202, 0.030332484370980295]",0.006641682107024399,0.019463182288864535,3,MolWt,1,100.0,"{""feature_scale"": 0.5}",0.6894547054431384,1,False,MolWt__sasa002_frac_polar_hetero_only,0.5569521763305996,0.7256801722450577,17,0.3366600768094731,0.34207564005241625,sasa002_frac_polar_hetero_only,9,0.5164835164835165,0.816793893129771,-0.0030899090374078685,10.0,"{""feature_scale"": 0.5}",0.2557891531234714
0.6287503844755753,0.08452058173876659,0.00043195409686003217,inner_OOF_outer_train_only,"[0.0, 0.10833197979772313, 0.007372050889224435, -0.10182610999961506]",0.003469480171833128,0.08584981554670602,2,TPSA_SP,2,10.0,"{""feature_scale"": 0.25}",1.000165096519538,1,False,TPSA_SP__NumHDonors,0.49513699272652134,0.6653874115706175,18,0.3143143518922237,0.3147463059890837,NumHDonors,3,0.3516483516483517,0.905852417302799,-0.039455427601519884,100.0,"{""feature_scale"": 0.25}",0.9880741883059159
0.6139445795934345,0.04335154516468537,0.021239191017844883,inner_OOF_outer_train_only,"[-0.04065499717673629, 0.018875740343603953, 0.005216157588800674, 0.09649250622034028]",0.019982351744002154,0.057008645253005565,3,TPSA_SP,2,0.1,"{""feature_scale"": 1.0}",0.35765520136892054,1,False,TPSA_SP__NumRotatableBonds,0.4733153226495511,0.6590959930654587,19,0.25840694984577417,0.27964614086361905,NumRotatableBonds,4,0.32967032967032966,0.8982188295165394,-0.008521970882500628,100.0,"{""feature_scale"": 0.5}",0.9398909806831846
0.6191245141626821,0.02988949804291069,-0.010171277179863714,inner_OOF_outer_train_only,"[0.050532955952794584, -0.022568387257784872, 0.07384645470944563, -0.14832348550390845]",-0.011628115524863276,0.09995868260317778,2,TPSA_SP,2,0.1,"{""feature_scale"": 1.0}",0.6087001383979714,1,False,TPSA_SP__NumAromaticRings,0.4384399071314049,0.6219416715599921,20,0.2702864994730915,0.2601152222932278,NumAromaticRings,5,0.4010989010989011,0.8371501272264631,-0.06160745682645216,10.0,"{""feature_scale"": 0.5}",0.43604763825597104
0.6529373933954087,0.062241956341277216,0.0035324424255308573,inner_OOF_outer_train_only,"[0.019032913298236975, 0.03900360543553316, -0.02034838262293212, -0.027439585971305747]",0.0025621375348830674,0.031750393090712314,2,TPSA_SP,2,10.0,"{""feature_scale"": 0.25}",0.14391428434785195,1,False,TPSA_SP__nHalogen,0.47748580550363473,0.6535735257109303,21,0.2889352381660635,0.29246768059159434,nHalogen,6,0.5934065934065934,0.712468193384224,-0.01331305901047309,100.0,"{""feature_scale"": 0.125}",0.24131761663337903
0.696935380141487,0.0,0.009225019544715996,inner_OOF_outer_train_only,"[0.0, 0.0, 0.021368397474273382, 0.01869357769090685]",0.010015493791295058,0.0116163361115661,2,TPSA_SP,2,1.0,"{""feature_scale"": 0.5}",0.8574354221549084,1,False,TPSA_SP__n_OP,0.6570373771867065,0.7230657383329139,22,0.5229216232865826,0.5321466428312986,n_OP,7,0.4065934065934066,0.9872773536895675,0.004207325735512008,100.0,"{""feature_scale"": 0.25}",0.39863937120627657
0.6236543354863966,0.0016043536767480215,-0.011956626540927634,inner_OOF_outer_train_only,"[-0.049011986611205996, 0.008592001582280961, -0.004113742605150933, -0.007241124203256233]",-0.01294371295933305,0.025001301699584536,1,TPSA_SP,2,100.0,"{""feature_scale"": 0.5}",-0.06796371260757517,1,False,TPSA_SP__LiPHEX_prediction,0.47954946964191725,0.6510639487738724,23,0.24378670446799278,0.23183007792706514,LiPHEX_prediction,8,0.7307692307692307,0.5165394402035624,-0.02544436380912532,0.1,"{""feature_scale"": 0.5}",-0.16224649230942179
0.595923160808657,-0.04987414761262873,-0.048109843566636584,inner_OOF_outer_train_only,"[-0.02847852309900889, 0.04487502464878995, -0.15890831276680517, -0.056380329415676]",-0.04972303515817503,0.08439167933941269,1,TPSA_SP,2,0.1,"{""feature_scale"": 1.0}",-0.04308778469742012,1,False,TPSA_SP__sasa002_frac_polar_hetero_only,0.42430252478237823,0.6081075413136481,24,0.22846142020432497,0.1803515766376884,sasa002_frac_polar_hetero_only,9,0.7032967032967034,0.48854961832061067,-0.09191887482788137,0.1,"{""feature_scale"": 0.5}",-0.3833993034751527
0.670860945670106,0.1126033412795816,0.0,inner_OOF_outer_train_only,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0,NumHDonors,3,100.0,"{""feature_scale"": 0.125}",0.6525570038621096,1,False,NumHDonors__NumRotatableBonds,0.49939976370537853,0.687330481223611,25,0.3488979369785153,0.3488979369785153,NumRotatableBonds,4,0.5274725274725275,0.8142493638676844,0.0,100.0,"{""feature_scale"": 0.125}",0.6483225480230446
