REPLICATE,LEFT_MODEL,RIGHT_MODEL,MCC_DELTA
4,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.18746556048743473
4,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.027230809843397152
4,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.024060775706176374
4,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.009131897763328678
4,max_synergy_path_10q,rbf_matched,0.0037196303379022355
4,stable_synergy_path_10q,rbf_matched,0.022633126494401135
4,max_synergy_path_20q_duplicate,rbf_matched,-0.17903061963668093
4,max_synergy_path_20q_complementary,rbf_matched,0.035665750694150955
4,stable_synergy_path_20q_duplicate,rbf_matched,0.032495716556930176
4,stable_synergy_path_20q_complementary,rbf_matched,0.01756683861408248
4,max_synergy_path_10q,random_forest,-0.03167545001985006
4,stable_synergy_path_10q,random_forest,-0.012761953863351161
4,max_synergy_path_20q_duplicate,random_forest,-0.21442569999443323
4,max_synergy_path_20q_complementary,random_forest,0.00027067033639865956
4,stable_synergy_path_20q_duplicate,random_forest,-0.002899363800822119
4,stable_synergy_path_20q_complementary,random_forest,-0.017828241743669815
5,max_synergy_path_10q,current_order_10q,-0.03400603736305108
5,stable_synergy_path_10q,current_order_10q,0.020194560519951055
5,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.021267336627277367
5,max_synergy_path_20q_complementary,current_order_20q_complementary,0.0024742121769041336
5,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,0.00048249482801820953
5,stable_synergy_path_20q_complementary,current_order_20q_complementary,0.0023753726661079333
5,max_synergy_path_10q,quantum_iqp_zz_linear,-0.03400603736305108
5,stable_synergy_path_10q,quantum_iqp_zz_linear,0.020194560519951055
5,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.013732064497026797
5,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.019153106978913648
5,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.00801776695826878
5,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.019054267468117447
5,max_synergy_path_10q,rbf_matched,-0.05987274048608937
5,stable_synergy_path_10q,rbf_matched,-0.005672142603087238
